,phrase,intents
2107,what flights from las vegas to san diego,atis_flight
2108,i'd like to book the cheapest one way flight from denver to pittsburgh,atis_flight
2109,fares between atlanta and boston,atis_airfare
2110,does american airlines fly from boston to san francisco,atis_flight
2111,list flights from atlanta to boston on wednesday afternoon,atis_flight
2112,how can i go from minneapolis to long beach late tomorrow,atis_flight
2113,show me all the direct flights from atlanta to baltimore,atis_flight
2114,is there one stop with the us air boston leaving at 705 to atlanta,atis_flight
2115,find the flights leaving dallas and going to san francisco that leave after 5 pm,atis_flight
2116,could you tell me about flights from philadelphia to dallas that arrives in the early afternoon,atis_flight
2117,i need a plane that arrives in san francisco by 9 o'clock pm on friday and leaves from baltimore,atis_aircraft
2118,show me all flights from pittsburgh which leave tomorrow and arrive in boston,atis_flight
2119,can you tell me how to get from the airport in philadelphia to downtown,atis_flight
2120,show me the list of flights from philadelphia to denver that leave in the afternoon,atis_flight
2121,i would like the flight from atlanta to denver that has the cheapest one way fare,atis_flight
2122,show me all flights from orlando to san diego on a boeing 737,atis_flight
2123,what does ewr mean,atis_abbreviation
2124,actually what are the nonstop flights from las vegas to burbank on saturday may twenty two,atis_flight
2125,coach fares only weekdays for denver to boston,atis_airfare
2126,what is the first flight from boston to dallas,atis_flight
2127,price of flight from nashville to cleveland,atis_airfare
2128,also show me the first flight from atlanta to denver on a thursday,atis_flight
2129,all am flights departing pittsburgh arriving denver,atis_flight
2130,what is the earliest flight that goes from atlanta to washington on thursday,atis_flight
2131,list all flights going from boston to atlanta before 7 am on thursday,atis_flight
2132,which cities are serviced by both american and delta airlines,atis_city
2133,which united airlines flight flies across this continent and leaves from boston goes to dallas and makes a stopover in philadelphia,atis_flight
2134,list all flights from long beach to columbus on sunday,atis_flight
2135,what is the meaning of fare code qx and qw,atis_abbreviation
2136,what is the least expensive business class flight between atlanta and dallas,atis_flight
2137,what are the flights from pittsburgh to baltimore,atis_flight
2138,what flights are there tomorrow from tacoma to san jose,atis_flight
2139,what flights leave baltimore for boston after 6 o'clock on friday,atis_flight
2140,what flight do you have from san francisco to pittsburgh on the evening of august twenty seventh,atis_flight
2141,from las vegas to phoenix,atis_flight
2142,what flights can i take between boston and atlanta so that when i leave boston i will have the maximum amount of time on the ground in atlanta and still return in the same day,atis_flight
2143,please show me flights from dallas to denver,atis_flight
2144,i would like some information on the earliest flights you have leaving atlanta arriving in denver,atis_flight
2145,are there any flights between philadelphia and denver,atis_flight
2146,list all trans world airline flights from indianapolis to houston that arrive in houston between 1030 am and 1130 am,atis_flight
2147,i'd like to go from boston to san francisco stopping in pittsburgh,atis_flight
2148,what is the fare from boston to oakland on united airlines,atis_airfare
2149,show me the flights from denver to philadelphia,atis_flight
2150,what is the airfare from pittsburgh to atlanta,atis_airfare
2151,what flights are there from minneapolis to newark on continental,atis_flight
2152,show me the flights that go from atlanta to washington on thursday mornings,atis_flight
2153,how many delta flights leave from washington,atis_quantity
2154,list all flights from minneapolis to long beach on saturday,atis_flight
2155,show me the continental flights leaving chicago early saturday morning,atis_flight
2156,what flights are available tomorrow from denver to philadelphia,atis_flight
2157,i'm flying from boston to dallas,atis_flight
2158,i would like to fly from boston to baltimore what time are the flights in the afternoon,atis_flight
2159,show me all flights from san francisco to boston philadelphia or baltimore,atis_flight
2160,i would like to arrange a flight from denver to pittsburgh,atis_flight
2161,now i need flight information leaving atlanta and arriving in baltimore in the afternoon,atis_flight
2162,i'd like a flight from las vegas to detroit on monday,atis_flight
2163,what is the cheapest one way fare from san francisco to boston on wednesday august twenty first,atis_airfare
2164,what nonstop flights between boston and washington arrive after 5 o'clock pm,atis_flight
2165,please give me the flight times i would like to fly from boston to baltimore in the morning before 8,atis_flight_time
2166,show me all the flights from denver to las vegas,atis_flight
2167,what's the lowest round trip fare from dallas to any city,atis_airfare
2168,show me airline abbreviations,atis_airline
2169,show me the flights from denver to atlanta on friday,atis_flight
2170,what flights from denver to pittsburgh arrive before 8 in the morning,atis_flight
2171,ground san francisco,atis_ground_service
2172,what are the afternoon flights for denver to san francisco,atis_flight
2173,show me the round trip tickets from baltimore to atlanta,atis_airfare
2174,show me all flights from pittsburgh to baltimore which leave thursday after 3 o'clock pm,atis_flight
2175,how do i get from boston to pittsburgh,atis_flight
2176,what is hp,atis_abbreviation
2177,what flights from chicago to denver in the morning,atis_flight
2178,what flights can i find from pittsburgh to san francisco after 9 am,atis_flight
2179,show morning flights from philadelphia to dallas,atis_flight
2180,how many cities are served by eastern with first class flights,atis_quantity
2181,what are the nonstop flights on america west or southwest air from kansas city to burbank on saturday may twenty two,atis_flight
2182,show me the flights from atlanta to denver on monday,atis_flight
2183,on april twenty would like to fly from denver to pittsburgh at about 8 o'clock in the morning,atis_flight
2184,show me the fares on all flights round trip from pittsburgh to oakland,atis_airfare
2185,nonstop flights from new york city to las vegas on sunday,atis_flight
2186,what flights do you have from milwaukee to tampa,atis_flight
2187,how far is oakland airport from downtown,atis_distance
2188,show me flights from philadelphia to baltimore,atis_flight
2189,what're the cheapest flights from new york to miami,atis_flight
2190,what are the coach fares for flights from charlotte to newark tuesday evening,atis_airfare
2191,what's the latest flight from san francisco to atlanta,atis_flight
2192,what are the cheapest fares for flights from newark to la leaving wednesday after 3 pm,atis_airfare
2193,what flights from atlanta to st. louis on tuesday arriving around 230 pm,atis_flight
2194,show flights from san francisco to denver on either wednesday the twenty third or thursday the twenty fourth,atis_flight
2195,show me the flights from baltimore to oakland,atis_flight
2196,show me all flights from san francisco to boston philadelphia or baltimore,atis_flight
2197,all right what do you have from oakland to philadelphia on wednesday,atis_flight
2198,what flights are available from pittsburgh to baltimore on thursday morning,atis_flight
2199,show me flights from denver to washington dc on a wednesday,atis_flight
2200,i want to fly philadelphia to dallas on july eighth,atis_flight
2201,give me nonstop flights from new york city to las vegas,atis_flight
2202,show me all the eastern airlines flights leaving pittsburgh between 12 and 4 in the afternoon,atis_flight
2203,what flights are there between washington dc and san francisco after 6 pm on wednesday,atis_flight
2204,show me flights from pittsburgh to philadelphia,atis_flight
2205,i need to go from boston to dallas,atis_flight
2206,how can i get from boston to atlanta and back in the same day and have the most hours on the ground in atlanta,atis_flight
2207,what is the fare on november seventh going one way from pittsburgh to philadelphia,atis_airfare
2208,all flights and fares from atlanta to dallas round trip after 12 pm less than 1100 dollars,"atis_flight,atis_airfare"
2209,the latest flight from baltimore to oakland please and i'd like a meal with that,atis_flight
2210,what's the cheapest flight from san francisco to boston,atis_flight
2211,can you show me evening flights from nashville to houston that serve dinner,atis_flight
2212,what's the earliest flight from pittsburgh to baltimore on thursday morning,atis_flight
2213,can you list costs of denver rental cars,atis_ground_fare
2214,which airlines serve atlanta,atis_airline
2215,show me all flights from pittsburgh to atlanta,atis_flight
2216,of all airlines which airline has the most arrivals in atlanta,atis_airline
2217,show me flights from boston to san francisco,atis_flight
2218,display all flights from boston to baltimore on july thirty first,atis_flight
2219,show me the flights that go from san diego to newark by way of houston,atis_flight
2220,also show me flights from san francisco to pittsburgh on tuesday,atis_flight
2221,let's see how much would a direct flight from atlanta to denver be on may seventh,atis_airfare
2222,what limousine service in toronto,atis_ground_service
2223,what is the earliest flight from boston to philadelphia,atis_flight
2224,i need flight information on thursday leaving pittsburgh and arriving in baltimore in the morning,atis_flight
2225,all flights from baltimore to atlanta between 1 o'clock and 3 o'clock in the afternoon,atis_flight
2226,how much does flight ua 297 from denver to san francisco cost,atis_airfare
2227,show me all first class prices from dallas to baltimore,atis_airfare
2228,train to newark,atis_ground_service
2229,show me round trip fares from san jose to salt lake city,atis_airfare
2230,i need information on flight from atlanta to denver,atis_flight
2231,is there a flight from denver to san francisco on continental airlines leaving after 12 o'clock in the afternoon,atis_flight
2232,what flights go from pittsburgh to newark after 823 in the morning,atis_flight
2233,what is the least expensive flight available from dallas fort worth to san francisco,atis_flight
2234,newark to cleveland,atis_flight
2235,display all flights from baltimore to boston on july twenty ninth,atis_flight
2236,what's the earliest flight from san francisco to boston,atis_flight
2237,what is ewr,atis_abbreviation
2238,find travel arrangements for a round trip flight from dallas to pittsburgh arriving after 8 pm,atis_flight
2239,show me the earliest flight on thursday from atlanta to washington,atis_flight
2240,what flights leave pittsburgh july fifth after 7 pm and arrive in san francisco,atis_flight
2241,show me all flights from denver to pittsburgh which serve a meal for the day after tomorrow,atis_flight
2242,how long does it take to get from denver to oakland,atis_distance
2243,what are all the flights available between pittsburgh and dallas fort worth,atis_flight
2244,show me the flights from love field to any other airport,atis_flight
2245,list types of aircraft that connect boston and san francisco,atis_aircraft
2246,what are the flights between dallas and pittsburgh on july eight,atis_flight
2247,show me flights from tampa to st. louis leaving before 10 am,atis_flight
2248,when is the earliest flight from boston to denver,atis_flight
2249,what flights from boston to pittsburgh after 723 pm,atis_flight
2250,flights from pittsburgh to newark,atis_flight
2251,what price is a limousine service in boston,atis_ground_fare
2252,show me flights from dallas to houston and from houston to dallas,atis_flight
2253,show me the flights from miami to denver,atis_flight
2254,what flights leave from phoenix to nashville on american airlines,atis_flight
2255,what's the cost of a first class fare from philadelphia to san francisco,atis_airfare
2256,show me the flights from st. petersburg to toronto that arrive before noon,atis_flight
2257,are there any continental flights between dallas and boston,atis_flight
2258,what about a car rental in denver,atis_ground_service
2259,show me flights from pittsburgh to atlanta on monday afternoon,atis_flight
2260,give me all the flights from miami to chicago on american airlines,atis_flight
2261,what is the cheapest one way fare from boston to washington,atis_airfare
2262,okay show me all the flights to baltimore,atis_flight
2263,show all flights from denver to san francisco,atis_flight
2264,what flights are there from san francisco to philadelphia daily with economy class,atis_flight
2265,i'd like to fly from philadelphia to dallas to san francisco,atis_flight
2266,show me the flights from denver to philadelphia and the flights from pittsburgh to philadelphia,atis_flight
2267,show me the flights from atlanta to philadelphia,atis_flight
2268,i want a flight from houston to memphis on tuesday morning,atis_flight
2269,please list all airline flights between denver and boston,atis_airline
2270,i would like some information on flights leaving boston to atlanta,atis_flight
2271,which airlines fly from boston to washington,atis_airline
2272,newark to cleveland,atis_flight
2273,can i get from dallas to san francisco leaving in the morning and arriving in the morning,atis_flight
2274,what is the flight number of the earliest flight between boston and washington dc,atis_flight_no
2275,can you list flights departing from las vegas and arriving in san diego,atis_flight
2276,round trip fares from denver to philadelphia less than 1000 dollars,atis_airfare
2277,what are the restrictions on the cheapest one way fare between boston and oakland,atis_restriction
2278,show me the flights from san francisco to boston on august thirty first,atis_flight
2279,i want to fly boston to dallas,atis_flight
2280,i want a flight on twa from boston to san francisco,atis_flight
2281,on flight us air 2153 from san francisco to baltimore what time and what city does the plane stop in between,atis_flight
2282,what do you have from philadelphia to dallas on saturday morning,atis_flight
2283,show me the earliest flight on august second from boston to denver that serves a meal,atis_flight
2284,is there a flight leaving san francisco to denver,atis_flight
2285,show me us air flights from pittsburgh to san francisco first class on monday,atis_flight
2286,i would like a flight from kansas city to st. paul departing at 4 pm,atis_flight
2287,show me the flights from atlanta to denver on friday,atis_flight
2288,what is fare code h,atis_abbreviation
2289,now list for me only the united flights that flight from oakland to boston,atis_flight
2290,what flight from boston to atlanta arrives earliest in atlanta,atis_flight
2291,i'd like to go to boston from denver and i'd like to get there,atis_flight
2292,again i will repeat i want to make a one way flight from boston to atlanta will you tell me how much the fares are i would like the cheapest fare,"atis_flight,atis_airfare"
2293,is there a flight leaving at 1505 from pittsburgh to baltimore on july twenty fifth 1991,atis_flight
2294,what is the cheapest round trip flight from denver to atlanta,atis_flight
2295,show me all flights from ontario to tacoma one way,atis_flight
2296,on july twenty third an early flight on american from philadelphia to san francisco,atis_flight
2297,do you have a flight on wednesday from denver to washington dc nonstop,atis_flight
2298,show me the flights from atlanta to washington dc on wednesday night and thursday morning,atis_flight
2299,what's the first flight from dallas to houston,atis_flight
2300,i want to travel from atlanta to baltimore early in the morning first flight,atis_flight
2301,what flights are available from boston to denver on wednesday in early morning,atis_flight
2302,what is restriction ap 80,atis_abbreviation
2303,i want an early morning flight from boston to philadelphia,atis_flight
2304,show me flights available from atlanta to baltimore leaving on monday morning,atis_flight
2305,ground transportation denver,atis_ground_service
2306,what flights leave san francisco after 8 pm and go to dallas fort worth,atis_flight
2307,information on american airlines flight from washington to philadelphia,atis_flight
2308,what are the prices of these flights,atis_airfare
2309,list all flights going from boston to atlanta after 6 o'clock pm on wednesday,atis_flight
2310,i'd like to fly from dallas to san francisco at approximately 615 pm,atis_flight
2311,american flights to houston from cincinnati,atis_flight
2312,what kind of airplanes are used by delta airlines flying between washington and denver,atis_aircraft
2313,show the flights that leave philadelphia that go to atlanta that leave early on thursday morning,atis_flight
2314,what does fare code qo mean,atis_abbreviation
2315,i would like to book a flight on june first from los angeles to pittsburgh in the late afternoon,atis_flight
2316,i want to fly from baltimore to dallas round trip,atis_flight
2317,show me all flights that depart from san francisco and go to either boston philadelphia or baltimore,atis_flight
2318,i need to make a trip starting in boston going to dallas denver oakland and back to boston,atis_flight
2319,describe fare code qx,atis_abbreviation
2320,pittsburgh to atlanta wednesday,atis_flight
2321,show me the flights from dallas to boston,atis_flight
2322,what is the cheapest fare that i can get between philadelphia and san francisco,atis_airfare
2323,does midwest express serve cleveland,atis_flight
2324,how much does flight ua 270 from denver to philadelphia cost,atis_airfare
2325,what is the smallest aircraft that flies from pittsburgh to baltimore arriving may seventh,atis_aircraft
2326,flights from oakland to san francisco,atis_flight
2327,list all flights from baltimore to philadelphia,atis_flight
2328,what's a flight that goes from baltimore to seattle,atis_flight
2329,what flights are there from milwaukee to phoenix on saturday,atis_flight
2330,show me all midwest express flights from detroit to chicago,atis_flight
2331,list daily flights from boston to oakland using continental airlines,atis_flight
2332,what are connecting flights from chicago into seattle on june fifth,atis_flight
2333,how do i get from the airport to downtown in tacoma,atis_flight
2334,give me flights from san francisco to boston on thursday afternoon,atis_flight
2335,show all flights on lufthansa airlines out of boston,atis_flight
2336,what is the earliest departure time from boston to denver,atis_flight_time
2337,looking for a flight from cleveland to dallas,atis_flight
2338,show last flight from philadelphia to boston,atis_flight
2339,i'd like a list of the flights from oakland to dallas fort worth on sunday,atis_flight
2340,show me the flights from st. petersburg to toronto that arrive early in the morning,atis_flight
2341,what is restriction ap80,atis_restriction
2342,i'd like to get a flight leaving san francisco and arriving at philadelphia pennsylvania,atis_flight
2343,first class fares from dallas to baltimore please,atis_airfare
2344,list possible round trip daily flights between boston and oakland,atis_flight
2345,please list ground transport in san francisco,atis_ground_service
2346,what flights from philadelphia to atlanta,atis_flight
2347,looking for a flight from dc to minnesota,atis_flight
2348,what ground transportation is available in atlanta,atis_ground_service
2349,show me all flights from oakland to philadelphia on saturday which serve a meal and arrive in philadelphia before noon,atis_flight
2350,what ground transportation is available in boston,atis_ground_service
2351,what is the earliest flight from pittsburgh to san francisco,atis_flight
2352,what is the last flight from san francisco to dallas fort worth,atis_flight
2353,what flights are available from atlanta to washington dc on wednesday,atis_flight
2354,how many seats in a 734,atis_capacity
2355,list the shortest flight from san jose to houston,atis_flight
2356,i need late flight wednesday from oakland to salt lake city,atis_flight
2357,what ground transportation is available in denver,atis_ground_service
2358,how long does it take to get from kansas city to st. paul,atis_distance
2359,what are the flights from boston to orlando,atis_flight
2360,show me all the flights from burbank to denver,atis_flight
2361,can you show me the available flights from baltimore to dallas with economy fares,atis_flight
2362,what is the round trip fare on continental 1291 from denver to san francisco and return,atis_airfare
2363,what are the flights from boston to baltimore,atis_flight
2364,show me the flights from dallas to baltimore,atis_flight
2365,yes i live in washington and i want to make a trip to san francisco which airlines may i use for this trip,atis_flight
2366,i'm sorry i wanted to fly twa is there a flight between oakland and boston with a stopover in dallas fort worth on twa,atis_flight
2367,list all flights on continental leaving denver on monday,atis_flight
2368,i need to fly from boston to denver on to san francisco and back,atis_flight
2369,what kind of airplane is flight ua 281 from boston to denver,atis_aircraft
2370,round trip fares from denver to philadelphia under 1000 dollars,atis_airfare
2371,show flights from atlanta to baltimore,atis_flight
2372,what is the minimum connection time for houston intercontinental,atis_flight_time
2373,show me all the flights from toronto on nationair,atis_flight
2374,which cities does united airlines service,atis_city
2375,i would like to see the flights from denver to philadelphia,atis_flight
2376,show me the cheapest fares from san diego to miami one way,atis_airfare
2377,i would like to book a flight that goes from memphis to las vegas,atis_flight
2378,what type of aircraft does eastern fly from atlanta to denver before 6 pm,atis_aircraft
2379,show me the flights from baltimore to oakland please,atis_flight
2380,does continental fly from boston to san francisco with a stop in denver,atis_flight
2381,what flights are available on wednesday from atlanta to washington dc,atis_flight
2382,i would like information on flights from baltimore to atlanta on thursday arriving in atlanta before 6 pm,atis_flight
2383,okay i'd like a flight from boston to san francisco that leaves before 8 am,atis_flight
2384,chicago to san francisco on continental,atis_flight
2385,what airlines go from atlanta to baltimore,atis_airline
2386,what's the earliest flight leaving denver for pittsburgh,atis_flight
2387,from sfo to denver,atis_flight
2388,round trip flights from minneapolis to san diego coach economy fare,atis_flight
2389,show me the flights from boston to philadelphia,atis_flight
2390,what does code yn mean,atis_abbreviation
2391,may i have a listing of flights on monday from minneapolis to long beach california please,atis_flight
2392,how many cities are served by delta airlines with first class flights,atis_quantity
2393,i would like to book an early morning flight from tampa florida to charlotte north carolina on april sixth,atis_flight
2394,i would like a flight from washington to boston on august twentieth at 324 pm,atis_flight
2395,flights from newark new jersey to cleveland ohio,atis_flight
2396,i want to travel from pittsburgh to oakland around midnight could you give me the flights,atis_flight
2397,flights from newark to cleveland,atis_flight
2398,show me all the flights to baltimore from denver or philadelphia or pittsburgh,atis_flight
2399,please list all flights from denver to philadelphia two saturdays from now,atis_flight
2400,show me the one way fares from san diego to miami nonstop,atis_airfare
2401,i'd like a first class flight from denver to baltimore on january first,atis_flight
2402,what kind of aircraft will i be flying on if i take a first class american airlines flight from philadelphia to dallas,atis_aircraft
2403,i need a flight from denver to washington dc on wednesday,atis_flight
2404,ground transportation in westchester county,atis_ground_service
2405,what is the first class fare from baltimore to dallas,atis_airfare
2406,what airlines fly boston to baltimore,atis_airline
2407,i would like to fly from atlanta to denver on september fifteenth,atis_flight
2408,please list united flights between boston and denver departing at 9 am,atis_flight
2409,i would like to book a flight on us air first class from cleveland to miami on february twenty fourth,atis_flight
2410,all flights from sfo to long beach,atis_flight
2411,please list the cheapest flights from dallas to baltimore arriving on may seventh,atis_flight
2412,list the flights from st. paul to san jose and from st. paul to houston,atis_flight
2413,could you please give me the round trip fare from denver to atlanta,atis_airfare
2414,show me the flights from denver to atlanta,atis_flight
2415,flights from newark to cleveland daily 5 o'clock pm,atis_flight
2416,show me all the prices of flights from baltimore to dallas,atis_airfare
2417,what does the meal code s stand for,atis_abbreviation
2418,show me the cheapest flights round trip from new york to san jose,atis_flight
2419,ground transportation in las vegas,atis_ground_service
2420,united airlines stopping in denver,atis_flight
2421,show me all flights from san francisco to pittsburgh which arrive in pittsburgh before 9 o'clock am tomorrow,atis_flight
2422,list the morning flights between atlanta and dallas,atis_flight
2423,what is the earliest flight from philadelphia to dallas first class,atis_flight
2424,and flight from oakland to boston leaving after midnight,atis_flight
2425,list flights from pittsburgh to baltimore on thursday morning nonstop,atis_flight
2426,what flights are available between boston and washington arriving in washington at 630,atis_flight
2427,show me all daily flights from milwaukee to orlando,atis_flight
2428,which flights are there on tuesday from san francisco to pittsburgh,atis_flight
2429,show me all flights from san francisco to denver,atis_flight
2430,what is the total seating capacity of all aircraft of american airlines,atis_capacity
2431,show me the flights going from pittsburgh to san francisco on monday,atis_flight
2432,what flights go from atlanta to washington dc on thursday,atis_flight
2433,what are the rental car rates in san francisco,atis_ground_fare
2434,show me the flights from atlanta to boston,atis_flight
2435,what are the most expensive first class tickets between boston and san francisco,atis_airfare
2436,show me the flight from detroit to westchester county with the highest one way fare,atis_flight
2437,am flights from dallas to san francisco,atis_flight
2438,what flights does delta have between dallas and denver,atis_flight
2439,show me the fare for us flight 3357 from philadelphia to baltimore,atis_airfare
2440,what airline stands for hp,atis_airline
2441,show me all the flights between dallas fort worth and either san francisco or oakland that depart between 5 and 7 pm,atis_flight
2442,what is the fare from philadelphia to pittsburgh business class one way,atis_airfare
2443,flights between tampa and st. louis,atis_flight
2444,from pittsburgh to baltimore,atis_flight
2445,how about april twenty seventh denver to washington,atis_flight
2446,what are the flights from denver to baltimore on united airlines,atis_flight
2447,list all the takeoffs and landings at general mitchell international,atis_flight
2448,for each airline flying between boston and san francisco what is the earliest flight,atis_flight
2449,how many cities are served by twa with first class flights,atis_quantity
2450,show me all flights from baltimore to san francisco,atis_flight
2451,ground transportation atl to atlanta,atis_ground_service
2452,northwest flights with stops in denver,atis_flight
2453,could i have a listing of flights leaving boston going to baltimore leaving wednesday after 2100,atis_flight
2454,atlanta to pittsburgh,atis_flight
2455,i want to go from boston to washington on monday morning,atis_flight
2456,how many flights does twa have with business class,atis_quantity
2457,which flight from pittsburgh to baltimore carries the smallest number of passengers,atis_flight
2458,show me all flights from new york to miami on a tuesday with round trip fare less than 932 dollars,atis_flight
2459,flights from cincinnati to denver on american airlines,atis_flight
2460,please list all flights from dallas to pittsburgh on july fourth 1991,atis_flight
2461,show me the flights from dallas to san francisco,atis_flight
2462,does continental fly from boston to san francisco,atis_flight
2463,what flights are provided by delta airlines,atis_flight
2464,give me the flights from new york to las vegas and memphis to las vegas on sunday,atis_flight
2465,does any airline have an early afternoon flight from boston to pittsburgh,atis_airline
2466,i'd like to have some information on a ticket from denver to pittsburgh and atlanta,atis_airfare
2467,what is bur,atis_abbreviation
2468,what flights go from pittsburgh to denver after 2 pm,atis_flight
2469,show me the flights arriving around noon in baltimore from denver,atis_flight
2470,list all flights on continental leaving denver,atis_flight
2471,all flights to baltimore after 6 pm,atis_flight
2472,list all flights from pittsburgh to philadelphia,atis_flight
2473,list all round trip flights between indianapolis and orlando on the twenty seventh of december,atis_flight
2474,show me first class flights one way tampa to st. louis,atis_flight
2475,i'd like to fly between boston and san francisco,atis_flight
2476,is there a plane from boston to washington,atis_aircraft
2477,i need a flight from philadelphia to dallas that stops in atlanta,atis_flight
2478,i would like to originate my flight in washington dc stop in denver with the destination city of san francisco,atis_flight
2479,all flights and fares from atlanta to dallas round trip after 12 pm less than 1100 dollars,"atis_flight,atis_airfare"
2480,what flights leave phoenix on wednesday evening and arrive in milwaukee,atis_flight
2481,please show me any united flights including connections between boston and san francisco at 5 in the evening,atis_flight
2482,give me a list of the morning flights from atlanta to boston,atis_flight
2483,what are your flights from dallas to baltimore,atis_flight
2484,please list all delta flights from kansas city to salt lake city,atis_flight
2485,all fares and flights from philadelphia,atis_airfare
2486,i want to fly from milwaukee to orlando,atis_flight
2487,show me first class flights from pittsburgh to san francisco on friday,atis_flight
2488,how much does flight ua 281 from boston to denver cost,atis_airfare
2489,flight 417 from cincinnati to dallas,atis_flight
2490,what flights from cincinnati to tampa,atis_flight
2491,what economy flights are available from dallas to baltimore on december seventeenth,atis_flight
2492,show me the flight schedule from pittsburgh to san francisco,atis_flight_time
2493,i would like a flight from toronto to san diego that stops in kansas city,atis_flight
2494,flights from chicago to denver on continental on saturday morning,atis_flight
2495,what morning flights do you have between oakland and denver,atis_flight
2496,please give me the earliest flight tomorrow from st. petersburg to milwaukee,atis_flight
2497,show me flights with first class reservations from san francisco to pittsburgh for monday,atis_flight
2498,please list the cost of all flights from philadelphia to denver airport next sunday,atis_airfare
2499,flights from kansas city to cleveland on wednesday before 5 pm,atis_flight
2500,what is the cost for a one way trip from pittsburgh to atlanta,atis_airfare
2501,i need to find a flight from philadelphia to san francisco that has a stopover in dallas,atis_flight
2502,i need fare information from denver to pittsburgh,atis_airfare
2503,show me the ground transportation at denver,atis_ground_service
2504,flights on sunday from tampa to charlotte,atis_flight
2505,show me all flights from indianapolis to montreal,atis_flight
2506,show me flights from denver to atlanta on june sixteenth,atis_flight
2507,what are the rental car rates in dallas,atis_ground_fare
2508,what does fare code qx mean,atis_abbreviation
2509,what flights are there from atlanta to baltimore,atis_flight
2510,show me the flights from boston to pittsburgh next wednesday night after 6 o'clock,atis_flight
2511,show me what flights are available from baltimore to dallas with economy fares,atis_flight
2512,how many seats in a 100,atis_capacity
2513,show me the latest flight from san francisco to denver,atis_flight
2514,show me flights between milwaukee and phoenix on saturday or sunday american airlines,atis_flight
2515,what's the fare from washington to boston,atis_airfare
2516,round trip first class fares new york to miami,atis_airfare
2517,i would like a flight from denver to pittsburgh,atis_flight
2518,does american airlines fly from philadelphia to san francisco,atis_flight
2519,what is the cheapest fare i can get from dallas to denver,atis_airfare
2520,am flights from atlanta to philadelphia,atis_flight
2521,what is the cheapest flight from atlanta to pittsburgh one way,atis_flight
2522,list the earliest flight from st. paul to san jose,atis_flight
2523,list the flights that leave from philadelphia to atlanta early thursday morning before 8 am,atis_flight
2524,sfo to denver on monday november eleventh 1991,atis_flight
2525,what are all the flights on delta in and out of fort worth,atis_flight
2526,what classes of service does twa provide,atis_flight
2527,what is the ap57 restriction,atis_abbreviation
2528,show me ground transportation in denver during weekdays,atis_ground_service
2529,can you tell me the cheapest flight between boston and san francisco,atis_flight
2530,flight from cleveland to nashville,atis_flight
2531,please list ground transportation in atlanta,atis_ground_service
2532,show me the evening flights from baltimore to atlanta,atis_flight
2533,i want to leave before 8 in the morning what flight should i take to atlanta from boston,atis_flight
2534,i need a flight from boston to san francisco via dallas fort worth,atis_flight
2535,list all flights that leave from baltimore or denver or pittsburgh and arrive in philadelphia,atis_flight
2536,please list the twa flights from las vegas to new york and fare,atis_flight
2537,list number of people that can be carried on each type of plane that flies between pittsburgh and baltimore,atis_capacity
2538,i want information on flights from atlanta to washington dc i want to leave after 4 pm on wednesday or before 9 am on thursday,atis_flight
2539,list flights from atlanta to boston on wednesday afternoon,atis_flight
2540,flights from washington august second,atis_flight
2541,what do you have going from atlanta to philadelphia serving breakfast,atis_flight
2542,what is the price of a first class ticket from milwaukee to san francisco round trip,atis_airfare
2543,list all the flights from charlotte to atlanta that return around 7 pm,atis_flight
2544,what does ea mean,atis_abbreviation
2545,please list the thursday morning flights from st. louis to st. paul,atis_flight
2546,oakland to philadelphia saturday,atis_flight
2547,show all airlines flying from pittsburgh to san francisco,atis_airline
2548,show me all flights from san francisco to boston philadelphia or baltimore,atis_flight
2549,please give me all flights from long beach to memphis,atis_flight
2550,show me all flights from montreal,atis_flight
2551,i need a flight from new york to toronto thursday may six arriving by noon,atis_flight
2552,show me the flights from san diego to newark by way of houston,atis_flight
2553,show me the flights from baltimore to philadelphia,atis_flight
2554,list nonstop flights from houston to dallas which arrive after 8 pm,atis_flight
2555,i want a return flight from washington to dallas on american airlines,atis_flight
2556,i'd also like to see a list of the flights from pittsburgh to atlanta,atis_flight
2557,flights from ontario to orlando,atis_flight
2558,i want a direct flight from oakland to boston that leaves on a wednesday,atis_flight
2559,list the nonstop flights on wednesday june second from miami to baltimore arriving in baltimore between 1115 am and 1245 pm,atis_flight
2560,i'd like to see the flights from pittsburgh to philadelphia,atis_flight
2561,list all flights from denver to philadelphia,atis_flight
2562,i would like to leave early in the morning,atis_flight
2563,show me all the united flights from boston to denver,atis_flight
2564,i need a flight on air canada from toronto to san diego with a layover in dc,atis_flight
2565,find travel arrangements for a round trip flight from boston to pittsburgh,atis_flight
2566,is there a united flight from baltimore to san francisco on the morning of august twenty seventh,atis_flight
2567,give me the one way flights from pittsburgh to boston,atis_flight
2568,what is the earliest flight going from san francisco to dallas on monday august nineteenth,atis_flight
2569,i'd like to see the flights from denver to philadelphia again,atis_flight
2570,what flights from montreal to las vegas on saturday,atis_flight
2571,i would like to see the economy fares for denver to philadelphia,atis_airfare
2572,i'd like to see the fare code again qx,atis_abbreviation
2573,what are the flights from boston to san francisco,atis_flight
2574,what flights are there from memphis to las vegas,atis_flight
2575,what nonstop flights between boston and washington arrive after 4 o'clock pm,atis_flight
2576,i'd like a flight from san diego to toronto on alaska airlines leaving around 1 pm,atis_flight
